,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,accuracysex,numerical-binsensitive,0,0.843679880329095
0,ZafarFairness,propublica-violent-recidivism,accuracysex,numerical-binsensitive,1,0.8204887218045113
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,accuracyrace,numerical-binsensitive,0,0.843679880329095
0,ZafarFairness,propublica-violent-recidivism,accuracyrace,numerical-binsensitive,1,0.8613861386138614
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,accuracysex-race,numerical-binsensitive,0,0.843679880329095
0,ZafarFairness,propublica-violent-recidivism,accuracysex-race,numerical-binsensitive,1,0.8346456692913385
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,TPRsex,numerical-binsensitive,0,0.16346153846153846
0,ZafarFairness,propublica-violent-recidivism,TPRsex,numerical-binsensitive,1,0.16842105263157894
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,TPRrace,numerical-binsensitive,0,0.16346153846153846
0,ZafarFairness,propublica-violent-recidivism,TPRrace,numerical-binsensitive,1,0.031746031746031744
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,TPRsex-race,numerical-binsensitive,0,0.16346153846153846
0,ZafarFairness,propublica-violent-recidivism,TPRsex-race,numerical-binsensitive,1,0.03571428571428571
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,TNRsex,numerical-binsensitive,0,0.9689991142604074
0,ZafarFairness,propublica-violent-recidivism,TNRsex,numerical-binsensitive,1,0.9622425629290617
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,TNRrace,numerical-binsensitive,0,0.9689991142604074
0,ZafarFairness,propublica-violent-recidivism,TNRrace,numerical-binsensitive,1,0.9796380090497737
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,TNRsex-race,numerical-binsensitive,0,0.9689991142604074
0,ZafarFairness,propublica-violent-recidivism,TNRsex-race,numerical-binsensitive,1,0.9723076923076923
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,BCRsex,numerical-binsensitive,0,0.5662303263609729
0,ZafarFairness,propublica-violent-recidivism,BCRsex,numerical-binsensitive,1,0.5653318077803203
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,BCRrace,numerical-binsensitive,0,0.5662303263609729
0,ZafarFairness,propublica-violent-recidivism,BCRrace,numerical-binsensitive,1,0.5056920203979027
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,BCRsex-race,numerical-binsensitive,0,0.5662303263609729
0,ZafarFairness,propublica-violent-recidivism,BCRsex-race,numerical-binsensitive,1,0.5040109890109891
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,MCCsex,numerical-binsensitive,0,0.21701080455216812
0,ZafarFairness,propublica-violent-recidivism,MCCsex,numerical-binsensitive,1,0.20895259335524385
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,MCCrace,numerical-binsensitive,0,0.21701080455216812
0,ZafarFairness,propublica-violent-recidivism,MCCrace,numerical-binsensitive,1,0.025770214638383308
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,MCCsex-race,numerical-binsensitive,0,0.21701080455216812
0,ZafarFairness,propublica-violent-recidivism,MCCsex-race,numerical-binsensitive,1,0.01696367553822839
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,DIbinarysex,numerical-binsensitive,0,0.23984220907297832
0,ZafarFairness,propublica-violent-recidivism,DIbinarysex,numerical-binsensitive,1,0.0
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,DIbinaryrace,numerical-binsensitive,0,0.23984220907297832
0,ZafarFairness,propublica-violent-recidivism,DIbinaryrace,numerical-binsensitive,1,0.0
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,DIbinarysex-race,numerical-binsensitive,0,0.23984220907297832
0,ZafarFairness,propublica-violent-recidivism,DIbinarysex-race,numerical-binsensitive,1,0.0
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,DIavgallsex,numerical-binsensitive,0,0.23984220907297832
0,ZafarFairness,propublica-violent-recidivism,DIavgallsex,numerical-binsensitive,1,1.0
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,DIavgallrace,numerical-binsensitive,0,0.23984220907297832
0,ZafarFairness,propublica-violent-recidivism,DIavgallrace,numerical-binsensitive,1,1.0
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,DIavgallsex-race,numerical-binsensitive,0,0.23984220907297832
0,ZafarFairness,propublica-violent-recidivism,DIavgallsex-race,numerical-binsensitive,1,1.0
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,CVsex,numerical-binsensitive,0,0.9535617890881048
0,ZafarFairness,propublica-violent-recidivism,CVsex,numerical-binsensitive,1,0.9389097744360902
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,CVrace,numerical-binsensitive,0,0.9535617890881048
0,ZafarFairness,propublica-violent-recidivism,CVrace,numerical-binsensitive,1,0.9711286089238845
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,CVsex-race,numerical-binsensitive,0,0.9535617890881048
0,ZafarFairness,propublica-violent-recidivism,CVsex-race,numerical-binsensitive,1,0.9711286089238845
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,calibration-sex,numerical-binsensitive,0,0.13722397476340695
0,ZafarFairness,propublica-violent-recidivism,calibration-sex,numerical-binsensitive,1,0.15815815815815815
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,calibration-race,numerical-binsensitive,0,0.13722397476340695
0,ZafarFairness,propublica-violent-recidivism,calibration-race,numerical-binsensitive,1,0.12348178137651822
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,calibration-sex-race,numerical-binsensitive,0,0.13722397476340695
0,ZafarFairness,propublica-violent-recidivism,calibration-sex-race,numerical-binsensitive,1,0.14594594594594595
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,calibration+sex,numerical-binsensitive,0,0.4927536231884058
0,ZafarFairness,propublica-violent-recidivism,calibration+sex,numerical-binsensitive,1,0.49230769230769234
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,calibration+race,numerical-binsensitive,0,0.4927536231884058
0,ZafarFairness,propublica-violent-recidivism,calibration+race,numerical-binsensitive,1,0.18181818181818182
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,calibration+sex-race,numerical-binsensitive,0,0.4927536231884058
0,ZafarFairness,propublica-violent-recidivism,calibration+sex-race,numerical-binsensitive,1,0.18181818181818182
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,accuracysex,numerical-binsensitive,0,0.8399401645474944
0,ZafarFairness,propublica-violent-recidivism,accuracysex,numerical-binsensitive,1,0.8253521126760563
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,accuracyrace,numerical-binsensitive,0,0.8399401645474944
0,ZafarFairness,propublica-violent-recidivism,accuracyrace,numerical-binsensitive,1,0.8720173535791758
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,accuracysex-race,numerical-binsensitive,0,0.8399401645474944
0,ZafarFairness,propublica-violent-recidivism,accuracysex-race,numerical-binsensitive,1,0.8538681948424068
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,TPRsex,numerical-binsensitive,0,0.13333333333333333
0,ZafarFairness,propublica-violent-recidivism,TPRsex,numerical-binsensitive,1,0.14673913043478262
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,TPRrace,numerical-binsensitive,0,0.13333333333333333
0,ZafarFairness,propublica-violent-recidivism,TPRrace,numerical-binsensitive,1,0.05454545454545454
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,TPRsex-race,numerical-binsensitive,0,0.13333333333333333
0,ZafarFairness,propublica-violent-recidivism,TPRsex-race,numerical-binsensitive,1,0.0625
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,TNRsex,numerical-binsensitive,0,0.9716060337178349
0,ZafarFairness,propublica-violent-recidivism,TNRsex,numerical-binsensitive,1,0.9670828603859251
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,TNRrace,numerical-binsensitive,0,0.9716060337178349
0,ZafarFairness,propublica-violent-recidivism,TNRrace,numerical-binsensitive,1,0.9827586206896551
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,TNRsex-race,numerical-binsensitive,0,0.9716060337178349
0,ZafarFairness,propublica-violent-recidivism,TNRsex-race,numerical-binsensitive,1,0.9800664451827242
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,BCRsex,numerical-binsensitive,0,0.5524696835255841
0,ZafarFairness,propublica-violent-recidivism,BCRsex,numerical-binsensitive,1,0.5569109954103538
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,BCRrace,numerical-binsensitive,0,0.5524696835255841
0,ZafarFairness,propublica-violent-recidivism,BCRrace,numerical-binsensitive,1,0.5186520376175549
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,BCRsex-race,numerical-binsensitive,0,0.5524696835255841
0,ZafarFairness,propublica-violent-recidivism,BCRsex-race,numerical-binsensitive,1,0.5212832225913622
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,MCCsex,numerical-binsensitive,0,0.18443314497628135
0,ZafarFairness,propublica-violent-recidivism,MCCsex,numerical-binsensitive,1,0.19278953086455206
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,MCCrace,numerical-binsensitive,0,0.18443314497628135
0,ZafarFairness,propublica-violent-recidivism,MCCrace,numerical-binsensitive,1,0.08300655100752885
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,MCCsex-race,numerical-binsensitive,0,0.18443314497628135
0,ZafarFairness,propublica-violent-recidivism,MCCsex-race,numerical-binsensitive,1,0.09249335568324639
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,DIbinarysex,numerical-binsensitive,0,0.27967436974789917
0,ZafarFairness,propublica-violent-recidivism,DIbinarysex,numerical-binsensitive,1,0.0
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,DIbinaryrace,numerical-binsensitive,0,0.27967436974789917
0,ZafarFairness,propublica-violent-recidivism,DIbinaryrace,numerical-binsensitive,1,0.3462301587301587
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,DIbinarysex-race,numerical-binsensitive,0,0.27967436974789917
0,ZafarFairness,propublica-violent-recidivism,DIbinarysex-race,numerical-binsensitive,1,0.0
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,DIavgallsex,numerical-binsensitive,0,0.27967436974789917
0,ZafarFairness,propublica-violent-recidivism,DIavgallsex,numerical-binsensitive,1,1.0
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,DIavgallrace,numerical-binsensitive,0,0.27967436974789917
0,ZafarFairness,propublica-violent-recidivism,DIavgallrace,numerical-binsensitive,1,0.3462301587301587
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,DIavgallsex-race,numerical-binsensitive,0,0.27967436974789917
0,ZafarFairness,propublica-violent-recidivism,DIavgallsex-race,numerical-binsensitive,1,1.0
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,CVsex,numerical-binsensitive,0,0.962123722728528
0,ZafarFairness,propublica-violent-recidivism,CVsex,numerical-binsensitive,1,0.9474178403755869
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,CVrace,numerical-binsensitive,0,0.962123722728528
0,ZafarFairness,propublica-violent-recidivism,CVrace,numerical-binsensitive,1,0.9831406058125256
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,CVsex-race,numerical-binsensitive,0,0.962123722728528
0,ZafarFairness,propublica-violent-recidivism,CVsex-race,numerical-binsensitive,1,0.9742120343839542
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,calibration-sex,numerical-binsensitive,0,0.14252153484729835
0,ZafarFairness,propublica-violent-recidivism,calibration-sex,numerical-binsensitive,1,0.155599603567889
,algorithm,dataset,metric_name,tag,subgroup,metric
0,ZafarFairness,propublica-violent-recidivism,calibration-race,numerical-binsensitive,0,0.14252153484729835
0,ZafarFairness,propublica-violent-recidivism,calibration-race,numerical-binsensitive,1,0.11529933481152993
,algorithm,dataset,metric_name,tag,subgroup,metric
