,algorithm,dataset,metric_name,tag,subgroup,metric
0,SVM,propublica-recidivism,accuracysex,numerical,Female,0.6750972762645915
0,SVM,propublica-recidivism,accuracysex,numerical,Male,0.6686496133254015
,algorithm,dataset,metric_name,tag,subgroup,metric
0,SVM,propublica-recidivism,accuracyrace,numerical,Asian,0.6573116691285081
0,SVM,propublica-recidivism,accuracyrace,numerical,Hispanic,0.6689655172413793
0,SVM,propublica-recidivism,accuracyrace,numerical,Other,0.6653846153846154
0,SVM,propublica-recidivism,accuracyrace,numerical,Caucasian,0.6606875934230194
0,SVM,propublica-recidivism,accuracyrace,numerical,Native American,0.6592592592592592
0,SVM,propublica-recidivism,accuracyrace,numerical,African-American,0.6734104046242775
,algorithm,dataset,metric_name,tag,subgroup,metric
0,SVM,propublica-recidivism,accuracysex-race,numerical,Male-Hispanic,0.6739766081871345
0,SVM,propublica-recidivism,accuracysex-race,numerical,Female-Hispanic,0.6601769911504425
0,SVM,propublica-recidivism,accuracysex-race,numerical,Female-Other,0.6666666666666666
0,SVM,propublica-recidivism,accuracysex-race,numerical,Male-Asian,0.6591337099811676
0,SVM,propublica-recidivism,accuracysex-race,numerical,Male-Caucasian,0.6622137404580153
0,SVM,propublica-recidivism,accuracysex-race,numerical,Male-African-American,0.6652512384996462
0,SVM,propublica-recidivism,accuracysex-race,numerical,Male-Other,0.6639741518578353
0,SVM,propublica-recidivism,accuracysex-race,numerical,Male-Native American,0.660377358490566
0,SVM,propublica-recidivism,accuracysex-race,numerical,Female-African-American,0.6853448275862069
0,SVM,propublica-recidivism,accuracysex-race,numerical,Female-Caucasian,0.6606875934230194
0,SVM,propublica-recidivism,accuracysex-race,numerical,Female-Asian,0.660952380952381
,algorithm,dataset,metric_name,tag,subgroup,metric
0,SVM,propublica-recidivism,TPRsex,numerical,Female,0.5265348595213319
0,SVM,propublica-recidivism,TPRsex,numerical,Male,0.5443499392466585
,algorithm,dataset,metric_name,tag,subgroup,metric
0,SVM,propublica-recidivism,TPRrace,numerical,Asian,0.37630662020905925
0,SVM,propublica-recidivism,TPRrace,numerical,Hispanic,0.37606837606837606
0,SVM,propublica-recidivism,TPRrace,numerical,Other,0.38006230529595014
0,SVM,propublica-recidivism,TPRrace,numerical,Caucasian,0.38028169014084506
0,SVM,propublica-recidivism,TPRrace,numerical,Native American,0.3811188811188811
0,SVM,propublica-recidivism,TPRrace,numerical,African-American,0.5481220657276995
,algorithm,dataset,metric_name,tag,subgroup,metric
0,SVM,propublica-recidivism,TPRsex-race,numerical,Male-Hispanic,0.4078014184397163
0,SVM,propublica-recidivism,TPRsex-race,numerical,Female-Hispanic,0.3941908713692946
0,SVM,propublica-recidivism,TPRsex-race,numerical,Female-Other,0.40869565217391307
0,SVM,propublica-recidivism,TPRsex-race,numerical,Male-Asian,0.4043478260869565
0,SVM,propublica-recidivism,TPRsex-race,numerical,Male-Caucasian,0.40789473684210525
0,SVM,propublica-recidivism,TPRsex-race,numerical,Male-African-American,0.5643835616438356
0,SVM,propublica-recidivism,TPRsex-race,numerical,Male-Other,0.40304182509505704
0,SVM,propublica-recidivism,TPRsex-race,numerical,Male-Native American,0.40869565217391307
0,SVM,propublica-recidivism,TPRsex-race,numerical,Female-African-American,0.4523809523809524
0,SVM,propublica-recidivism,TPRsex-race,numerical,Female-Caucasian,0.38028169014084506
0,SVM,propublica-recidivism,TPRsex-race,numerical,Female-Asian,0.40611353711790393
,algorithm,dataset,metric_name,tag,subgroup,metric
0,SVM,propublica-recidivism,TNRsex,numerical,Female,0.8054794520547945
0,SVM,propublica-recidivism,TNRsex,numerical,Male,0.7878787878787878
,algorithm,dataset,metric_name,tag,subgroup,metric
0,SVM,propublica-recidivism,TNRrace,numerical,Asian,0.8641025641025641
0,SVM,propublica-recidivism,TNRrace,numerical,Hispanic,0.8670520231213873
0,SVM,propublica-recidivism,TNRrace,numerical,Other,0.8649237472766884
0,SVM,propublica-recidivism,TNRrace,numerical,Caucasian,0.8675324675324675
0,SVM,propublica-recidivism,TNRrace,numerical,Native American,0.8637532133676092
0,SVM,propublica-recidivism,TNRrace,numerical,African-American,0.7949886104783599
,algorithm,dataset,metric_name,tag,subgroup,metric
0,SVM,propublica-recidivism,TNRsex-race,numerical,Male-Hispanic,0.8606965174129353
0,SVM,propublica-recidivism,TNRsex-race,numerical,Female-Hispanic,0.8580246913580247
0,SVM,propublica-recidivism,TNRsex-race,numerical,Female-Other,0.8580645161290322
0,SVM,propublica-recidivism,TNRsex-race,numerical,Male-Asian,0.8538205980066446
0,SVM,propublica-recidivism,TNRsex-race,numerical,Male-Caucasian,0.8581081081081081
0,SVM,propublica-recidivism,TNRsex-race,numerical,Male-African-American,0.7730600292825769
0,SVM,propublica-recidivism,TNRsex-race,numerical,Male-Other,0.8567415730337079
0,SVM,propublica-recidivism,TNRsex-race,numerical,Male-Native American,0.8533333333333334
0,SVM,propublica-recidivism,TNRsex-race,numerical,Female-African-American,0.8557213930348259
0,SVM,propublica-recidivism,TNRsex-race,numerical,Female-Caucasian,0.8675324675324675
0,SVM,propublica-recidivism,TNRsex-race,numerical,Female-Asian,0.8581081081081081
,algorithm,dataset,metric_name,tag,subgroup,metric
0,SVM,propublica-recidivism,BCRsex,numerical,Female,0.6660071557880632
0,SVM,propublica-recidivism,BCRsex,numerical,Male,0.6661143635627231
